id,genre
1101701,Crime
1101702,Documentary
1101702,TV Movie
1101703,Animation
1101704,Documentary
1101705,Comedy
1101707,Drama
1101708,Documentary
1101709,Thriller
1101709,Horror
1101711,Comedy
1101712,Documentary
1101713,Science Fiction
1101713,Thriller
1101713,Action
1101713,Horror
1101714,Family
1101714,Animation
1101716,Thriller
1101716,Science Fiction
1101716,Action
1101717,Horror
1101717,Drama
1101717,Thriller
1101718,Drama
1101719,Drama
1101720,Comedy
1101720,Documentary
1101721,Horror
1101722,Family
1101722,Animation
1101722,TV Movie
1101723,Documentary
1101724,Thriller
1101724,Action
1101725,Thriller
1101725,Horror
1101726,Documentary
1101728,Drama
1101728,Music
1101729,Animation
1101729,Science Fiction
1101729,Action
1101730,Documentary
1101731,Documentary
1101732,Drama
1101733,Drama
1101733,Fantasy
1101733,TV Movie
1101734,Music
1101735,Mystery
1101735,Fantasy
1101736,Romance
1101736,Drama
1101737,Comedy
1101738,Drama
1101738,Comedy
1101738,Crime
1101738,Mystery
1101739,Comedy
1101739,Drama
1101740,Drama
1101741,Drama
1101741,Romance
1101741,TV Movie
1101741,Comedy
1101742,Documentary
1101743,Drama
1101744,Music
1101744,Documentary
1101745,Horror
1101746,Drama
1101746,Comedy
1101746,Adventure
1101747,Horror
1101749,Documentary
1101750,Horror
1101751,Horror
1101751,Mystery
1101751,Drama
1101752,Animation
1101752,Comedy
1101753,Drama
1101753,Crime
1101754,Adventure
1101755,Mystery
1101755,Crime
1101755,Romance
1101756,Comedy
1101757,Thriller
1101757,Action
1101758,Documentary
1101759,Mystery
1101759,Crime
1101760,Thriller
1101761,Drama
1101761,Horror
1101761,Music
1101762,Drama
1101762,Romance
1101763,Comedy
1101763,Romance
1101764,Documentary
1101765,Comedy
1101765,Drama
1101765,Romance
1101766,Comedy
1101766,Drama
1101766,Romance
1101767,Drama
1101767,Comedy
1101768,Horror
1101769,Drama
1101769,Action
1101770,Comedy
1101771,History
1101771,Drama
1101772,Action
1101772,Western
1101772,Drama
1101773,History
1101773,Drama
1101774,Documentary
1101775,Comedy
1101775,Animation
1101776,Comedy
1101777,Drama
1101778,Documentary
1101779,Crime
1101779,Drama
1101779,Mystery
1101780,Drama
1101781,Western
1101781,Documentary
1101781,Adventure
1101782,Drama
1101782,Romance
1101783,Documentary
1101784,Family
1101784,TV Movie
1101784,Drama
1101786,Documentary
1101786,Music
1101787,Drama
1101788,Documentary
1101790,Drama
1101791,Romance
1101791,Drama
1101792,Animation
1101792,Comedy
1101793,Crime
1101793,Thriller
1101793,Drama
1101794,Thriller
1101794,Crime
1101794,Drama
1101795,Crime
1101795,Drama
1101796,Drama
1101797,Horror
1101797,Action
1101797,Adventure
1101797,Science Fiction
1101798,Drama
1101798,Fantasy
1101799,Thriller
1101799,Drama
1101799,Crime
1101799,Horror
1101800,Animation
1101800,Drama
1101802,Documentary
1101803,Drama
1101804,Documentary
1101807,Drama
1101807,Action
1101808,TV Movie
1101808,Comedy
1101808,Animation
1101809,Documentary
1101810,Drama
1101811,Drama
1101812,Drama
1101812,Comedy
1101813,Drama
1101813,Comedy
1101814,Documentary
1101815,Drama
1101816,Romance
1101816,TV Movie
1101817,Fantasy
1101817,Horror
1101818,Drama
1101819,Drama
1101819,Romance
1101820,Thriller
1101820,Romance
1101821,Drama
1101822,Drama
1101822,Thriller
1101822,Romance
1101823,Documentary
1101824,Documentary
1101826,Drama
1101826,Music
1101826,Romance
1101827,Horror
1101827,Drama
1101827,Thriller
1101828,Drama
1101829,Comedy
1101829,War
1101831,Drama
1101832,Comedy
1101832,Documentary
1101833,Documentary
1101834,Comedy
1101835,Documentary
1101836,Drama
1101837,Drama
1101838,Thriller
1101838,TV Movie
1101839,Comedy
1101840,Comedy
1101841,Documentary
1101842,Drama
1101842,Comedy
1101843,Documentary
1101843,Drama
1101844,Drama
1101845,Crime
1101845,Fantasy
1101845,Horror
1101846,Drama
1101847,Drama
1101848,Drama
1101848,TV Movie
1101848,Thriller
1101849,Adventure
1101849,Action
1101849,Thriller
1101849,Drama
1101850,Drama
1101850,Romance
1101851,Drama
1101851,Romance
1101852,Drama
1101852,Action
1101852,Comedy
1101854,Drama
1101854,Romance
1101855,Thriller
1101855,Crime
1101855,Drama
1101856,Western
1101856,Action
1101857,Family
1101857,Comedy
1101858,Romance
1101858,Horror
1101860,Documentary
1101861,Drama
1101861,Comedy
1101861,Adventure
1101862,Animation
1101862,Drama
1101863,Action
1101863,Comedy
1101864,Drama
1101865,Romance
1101865,Drama
1101866,Drama
1101867,Horror
1101868,Drama
1101869,Documentary
1101870,Drama
1101870,Fantasy
1101871,Science Fiction
1101871,TV Movie
1101872,Crime
1101872,Drama
1101872,Action
1101873,Science Fiction
1101875,Drama
1101876,Horror
1101877,Comedy
1101878,Comedy
1101879,Comedy
1101879,Drama
1101879,Crime
1101880,Romance
1101880,Drama
1101880,Comedy
1101881,Documentary
1101883,History
1101883,Science Fiction
1101883,Adventure
1101883,Action
1101884,Documentary
1101885,Family
1101885,Mystery
1101885,TV Movie
1101886,Comedy
1101887,Drama
1101888,Documentary
1101889,TV Movie
1101889,Family
1101889,Drama
1101890,Comedy
1101891,Animation
1101892,Thriller
1101892,Mystery
1101892,Horror
1101893,Comedy
1101894,Crime
1101894,Thriller
1101894,Comedy
1101895,Drama
1101896,Documentary
1101897,Drama
1101898,Documentary
1101899,Documentary
1101900,Family
1101900,Fantasy
1101901,Fantasy
1101901,Family
1101901,Adventure
1101902,Romance
1101902,Drama
1101903,Comedy
1101904,Drama
1101906,Animation
1101907,Romance
1101908,Music
1101908,Documentary
1101909,Drama
1101910,Documentary
1101910,Music
1101911,Drama
1101911,Crime
1101912,TV Movie
1101912,Drama
1101913,Drama
1101914,War
1101914,Documentary
1101915,Drama
1101916,Animation
1101917,Science Fiction
1101917,Horror
1101917,Drama
1101917,Fantasy
1101918,Horror
1101918,Science Fiction
1101919,Drama
1101921,Documentary
1101922,Comedy
1101922,Family
1101922,Music
1101923,Mystery
1101923,Crime
1101923,Thriller
1101923,Drama
1101924,Drama
1101924,Romance
1101925,Drama
1101925,History
1101925,War
1101926,Documentary
1101926,Comedy
1101927,Drama
1101927,Comedy
1101928,Family
1101928,Animation
1101930,Documentary
1101931,Comedy
1101932,Drama
1101932,Comedy
1101933,Family
1101933,Action
1101933,Comedy
1101934,Family
1101934,Music
1101934,Fantasy
1101935,Documentary
1101936,Comedy
1101936,Animation
1101937,Western
1101938,Family
1101938,Comedy
1101939,Drama
1101940,Drama
1101941,Comedy
1101942,Mystery
1101942,Drama
1101943,Drama
1101944,Documentary
1101946,Music
1101946,Documentary
1101947,Action
1101948,Documentary
1101949,Thriller
1101949,Action
1101950,Drama
1101951,Comedy
1101952,TV Movie
1101952,Horror
1101952,Documentary
1101952,Mystery
1101953,Fantasy
1101953,Music
1101953,TV Movie
1101954,Thriller
1101954,Music
1101954,Comedy
1101954,TV Movie
1101955,Action
1101955,Science Fiction
1101955,Comedy
1101955,Thriller
1101956,Drama
1101956,Science Fiction
1101956,Fantasy
1101957,Music
1101958,Documentary
1101959,Documentary
1101960,Romance
1101960,TV Movie
1101961,Family
1101961,TV Movie
1101961,Romance
1101962,Comedy
1101962,Romance
1101964,Thriller
1101965,Documentary
1101966,Crime
1101966,Mystery
1101966,Thriller
1101967,Drama
1101968,Animation
1101969,Horror
1101970,Documentary
1101971,Drama
1101971,Comedy
1101972,Music
1101973,Crime
1101973,Drama
1101974,Mystery
1101974,Thriller
1101974,Horror
1101975,Drama
1101976,Drama
1101977,Drama
1101977,TV Movie
1101978,Comedy
1101979,Drama
1101980,Music
1101980,Drama
1101981,Comedy
1101981,War
1101981,Family
1101981,Animation
1101982,Western
1101982,Action
1101982,Adventure
1101983,Drama
1101983,Crime
1101983,Thriller
1101984,Drama
1101985,Documentary
1101986,Drama
1101987,Documentary
1101987,Drama
1101988,History
1101988,Drama
1101988,War
1101989,Comedy
1101990,Mystery
1101991,Drama
1101992,Drama
1101992,Family
1101993,Horror
1101994,Comedy
1101994,Romance
1101995,Drama
1101995,Thriller
1101995,Mystery
1101995,Crime
1101996,Drama
1101996,Romance
1101996,Comedy
1101997,Family
1101997,Adventure
1101998,Romance
1101998,Comedy
1101999,Drama
1102000,Drama
1102001,Animation
1102002,Comedy
1102002,Animation
1102002,Family
1102003,Comedy
1102003,Animation
1102003,Family
1102004,Horror
1102005,Romance
1102005,Comedy
1102006,TV Movie
1102006,Comedy
1102006,Romance
1102006,Family
1102007,Horror
1102007,Comedy
1102008,Documentary
1102009,Comedy
1102010,Drama
1102010,Music
1102010,Comedy
1102010,TV Movie
1102011,Horror
1102011,Comedy
1102012,War
1102012,Drama
1102012,History
1102013,Thriller
1102013,Action
1102014,Adventure
1102014,Comedy
1102015,Drama
1102015,War
1102016,Family
1102016,Drama
1102017,Horror
1102018,Horror
1102019,Horror
1102019,Drama
1102020,Fantasy
1102020,Science Fiction
1102020,Horror
1102021,Documentary
1102022,Crime
1102023,Documentary
1102023,Crime
