id,name,role
1008176,Anthony Dod Mantle,Self
1008176,Charles Herzfeld,Self
1008176,Jim Jannard,Self
1008176,Gabriel Judet-Weinshel,Self
1008176,Jason Kliot,Self
1008176,Ellen Kuras,Self
1008176,Donald McAlpine,Self
1008176,Reed Morano,Self
1008176,Walter Murch,Self
1008176,Dennis Muren,Self
1008176,Michael E. Phillips,Self
1008176,Dick Pope,Self
1008176,Tom Rothman,Self
1008176,Sandi Sissel,Self
1008176,Tim Stipan,Self
1008176,Vittorio Storaro,Self
1008176,Jost Vacano,Self
1008176,Adam Valdez,Self
1008176,Bradford Young,Self
1008176,Vilmos Zsigmond,Self
1008176,John Malkovich,Self
1008176,Michael Goi,Self
1008176,Andrzej Bartkowiak,Self
1008176,Jill Bogdanowicz,Self
1008176,Darnell Martin,Self
1008177,Vivian Wu,Nagiko
1008177,Yoshi Oida,The Publisher
1008177,Ken Ogata,The Father
1008177,Hideko Yoshida,The Aunt / The Maid
1008177,Ewan McGregor,Jerome
1008177,Yutaka Honda,Hoki
1008177,Judy Ongg,The Mother
1008177,Ken Mitsuishi,The Husband
1008177,Barbara Lott,Jerome's Mother
1008177,Lynne Langdon,Jerome's sister
1008177,Ronald Guttman,Calligrapher
1008177,Samuel Leung Cheuk-Moon,
1008177,Adrian Kwan,
1008178,Tim Roth,Neil Bennett
1008178,Charlotte Gainsbourg,Alice Bennett
1008178,Iazua Larios,Bernice
1008178,Henry Goodman,Richard
1008178,Albertine Kotting McMillan,Alexa Bennett
1008178,Samuel Bottomley,Colin Bennett
1008178,James Tarpey,Albert Thompson
1008178,Mónica del Carmen,Luisa
1008178,Ely Guerra,Singer
1008178,Victor Hugo,Berenice's Friend
1008178,Roberto Medina,Doctor Medina
1008178,Godriyah Faoziati,Masseur
1008179,Cary Grant,Dudley
1008179,Loretta Young,Julia Brougham
1008179,David Niven,Henry Brougham
1008179,Monty Woolley,Professor Wutheridge
1008179,James Gleason,Sylvester
1008179,Gladys Cooper,Mrs. Hamilton
1008179,Elsa Lanchester,Matilda
1008179,Sara Haden,Mildred Cassaway
1008179,Karolyn Grimes,Debby Brougham
1008179,Tito Vuolo,Maggenti
1008179,Regis Toomey,Mr. Miller
1008179,Sarah Edwards,Mrs. Duffy
1008179,Margaret McWade,Miss Trumbull
1008179,Anne O'Neal,Mrs. Ward
1008179,Ben Erway,Mr. Perry
1008179,Erville Alderson,Stevens
1008179,Robert J. Anderson,Defense Captain
1008179,Teddy Infuhr,Attack Captain
1008179,Eugene Borden,Michel
1008179,Almira Sessions,First Lady in Michel's
1008179,Claire Du Brey,Second Lady in Michel's
1008179,Florence Auer,Third Lady in Michel's
1008179,Margaret Wells,Hat Shop Proprietress
1008179,Kitty O'Neil,Hat Shop Customer
