id,name,role
1197088,Douglas Taylor,Larry Meeker Jr.
1197088,Robert Graham,Arthur Considine
1197088,Bill Wise,
1197088,Robert Bassetti,Bobby Barnstone
1197089,Vijay,Karunkaran
1197089,Isha Koppikar,Nisha
1197089,Sriman,
1197089,Manivannan,
1197089,Nizhalgal Ravi,
1197089,Roja Selvamani,
1197090,Robert Cavanah,Tom
1197090,Tabu,Anja
1197090,Nathalie Auffret,Alice
1197090,Khalid Tyabji,Deva
1197090,Sidney Kean,Roberto
1197090,Javed Jaffrey,Ashok
1197090,Nithya Menen,Anja's sister
1197092,Walter Matthau,Self
1197092,Ossie Davis,Self
1197092,Edward Dmytryk,Self
1197092,Julie Harris,Self
1197092,Jack Lemmon,Self
1197092,Charles Matthau,Self
1197092,Roddy McDowall,Self
1197092,Herbert Ross,Self
1197092,Neil Simon,Self
1197092,Billy Wilder,Self
1197093,Ajay Devgan,Inspector Jai
1197093,Juhi Chawla Mehta,Inspector Sandhya
1197093,Naseeruddin Shah,Raj Solanki
1197093,Deepak Tijori,Deepak Solanki
1197093,Reema Lagoo,Naina Bakshi
1197093,Gavin Packard,
1197093,Disco Shanti,Item Dancer
1197093,Ashish Vidhyarthi,Ratan
1197093,Abhimanyu Singh,Abhimanyu
1197093,Gulshan Grover,David
1197093,Tiku Talsania,ACP Malhotra
1197093,Shri Vallabh Vyas,Pascal
1197093,Rana Jung Bahadur,
1197093,Sharad Sankla,Constable
1197094,Shu Qi,Zsa Zsa
1197095,Talat Bulut,Ahmet Bedevi 'Manisa Tarzanı'
1197095,Serap Sağlar,Hatice Öğretmen
1197095,Pınar Afşar,Deli Fadime
1197095,Ayton Sert,Topal Kadir
1197095,Kutay Köktürk,Binbaşı
1197095,Murat Ergür,Emin
1197095,Özlem Savaş,Hafifmeşrep Kadın
1197095,Nihat Nikerel,Cemal
1197095,Ahmet Açan,Hasan Usta
1197095,Gül Erda,Esma
1197095,Ayhan Tanrıver,1. Vali
1197095,Muzaffer Çetinyılmaz,2. Vali
1197095,Mehmet Yer,Mustafa Öğretmen
1197095,Ozan Akhan,Parti Başkanı
1197095,Nurettin Özel,Belediye Reisi
1197095,Ali Rıza Özbilgiç,Bakırcı
1197095,Mehmet Duyar,Şekerci
1197095,Kadri Kocabaş,Doktor
1197095,İsmail Karagöz,Tuhafiyeci
1197095,Erol Güçer,Ragıp
1197095,Erdoğan Akhan,Selahattin Hoca
1197095,Erdal Sümer,Mahkum
1197095,Alaaddin Sakar,Belediye Muavini
1197095,Server Mutlu,Muavine Gelen Adam
1197095,Umut Değişmez,Küçük Emin
1197095,Cenap Cevahir,Kahveci
1197095,Erdim Boray,Hapishane Müdürü
1197095,Ferda Işıl,Arastaki Kadın
