id,name,role
1328301,Richard Griffiths,Willie Whitelaw
1328301,Gary Lineker,England manager
1328301,Paul Ready,Paul McCartney
1328301,Georgina Chapman,Secretary
1328301,Rachel Pickup,Casino Girl
1328301,Rupert Holliday-Evans,"Caspar, Tory Mp"
1328302,Udom Taepanich,Self
1328303,Nam Koong-won,
1328303,Choi Jae-sung,Kim Jin-woo
1328303,Masako Umemiya,
1328303,Takaaki Enoki,Ando
1328303,Ricky Jeon Je-Hyeok,
1328304,Federico Luppi,Consul
1328304,Elena Ballesteros,Ana
1328304,Paulina Gálvez,Julia
1328304,Gastón Pauls,Enrico
1328304,Gianfranco Brero,Gonçalves
1328306,José Carlos Ruiz,
1328306,Enoc Leaño,
1328310,Angelica Panganiban,Agnes
1328311,Jane Seymour,Kathy Robbins
1328311,Corin Nemec,Eric Sessions
1328311,Alexandra Picatto,Blair Robbins
1328311,William Russ,David Robbins
1328311,Erik Knudsen,Ian Robbins
1328311,John Henry Canavan,Chris
1328311,Kristin Adams,Teenage Girl
1328311,Philip Akin,First Official
1328311,Aaron Ashmore,Second Son
1328311,Shawn Ashmore,First Son
1328311,Martin Roach,Police Officer
1328312,Nestor Carbonell,Jack the Dog
1328312,Barbara Williams,Faith
1328312,Andrew J. Ferchland,Sam
1328312,Travis Fine,Buddy
1328312,Barry Newman,Simon
1328312,Micole Mercurio,Rose
1328312,Peter Coyote,Alfred Stieglitz
1328312,Thomas Gibson,Faith's Attorney
1328312,Anthony LaPaglia,Jack's Attorney
1328312,Jürgen Prochnow,Klaus (as Juergen Prochnow)
1328312,Lauren Tom,Angel
1328312,Elizabeth Barondes,Hope
1328312,Carole Davis,Rita X (as Carole Raphaelle Davis)
1328312,Navi Rawat,Ruby
1328312,Grey DeLisle,Estella
1328314,Laurent Ibo,Tarek Aziz
1328314,Antony Koulehi Diate,Toussaint
1328314,Loss Sylla Ousseni,Nixon
1328314,Edwige Dogo,Mariam
1328314,David Cyril Guen,Simpliste
1328314,Shang Lee Souleyman Kere,Tyson
1328314,Thomas Guei,Al Capone
1328314,Daouda Siabé,Chirac
1328314,Riki Aboubacar Kouyaté,Roccoco
1328314,Lassima Touré,Matador
1328314,Awa Diara,Petit Modèle
1328314,Ibrahim Daff,Pablo Escobar
1328314,Yacouba Traoré,Tupac Amaru
1328314,San Kess Soukouri,Ramsès le Pharaon
1328314,Tahirou Coulibaly,Las Vegas
1328314,Ibrahim Kagoé,Fiston Tarek
1328314,Sabine Kone,La chanteuse
1328314,Kramoko Bamba,L'Américain
1328314,Marcellin Gbazai,De Paris
1328315,Ernie Hudson,Jake
1328315,Randi Pannell,Glitter
1328315,Debbie Allen,Debbie Allen
1328315,Graeme Malcolm,Cameron
1328315,Robin Givens,Publisher
1328315,Lou Rawls,Hot Dog Vendor
1328315,Stephen Furst,Assistant Librarian
1328315,Willis Burks II,Colonel
1328315,Phyllis Diller,Victoria Pond
1328315,Lou Myers,Abe
1328319,Ruriko Harada,Self
1328319,Hisashi Imakyû,Self
1328320,Paweł Kukiz,Dawid
1328320,Bolec,Maniek
1328320,Marek Bargiełowski,Waldemar
1328320,Michał Gadomski,Romek
1328320,Kinga Preis,Renata
1328320,Teresa Sawicka,Halina
1328320,Stanisław Penksyk,Marian
1328320,Artur Bartos,Michał
1328321,Sharon Lawrence,Cass Medieros
1328321,Jeffrey Nordling,Billy Medieros
1328321,Kim Hunter,Sheila Keating
1328321,Richard Kiley,Jimmy Keating
1328321,John Dossett,John Barnard
1328321,Lynne Deragon,Mary Keating
1328321,Hallie Eisenberg,Josie Medieros (as Hallie Kate Eisenberg)
1328321,Natasha Greenblatt,Belinda Medieros
