id,name,role
1075472,Laura Cristina Valencia,Cristina
1075472,Sebastián Vélez,Sebastián
1075473,Kevin Esvelt,Self
1075473,Aaron Traywick,Self
1075473,David Ishee,Self
1075473,Jeffrey Kahn,Self
1075473,Tristan Roberts,Self
1075473,Josiah Zayner,Self
1075473,Jennifer Doudna,Self
1075474,Lacey Chabert,Kira Slater
1075474,Jon Cor,Tom Anderson
1075474,Brittany Bristow,Ally Botsman
1075474,Francis Chouler,"Artie Harrington, Jr."
1075474,John Indi,S’bu
1075474,Patrick Lyster,Glen Woods
1075474,Abigail Kubeka,Lwazi
1075474,Jonathan Roxmouth,Brad Wilson
1075474,Barbora Tellinger,Evelyn Bagwell
1075474,Mark Richardson,John Bagwell
1075474,Sechaba Ramphele,Artie's Assistant
1075474,Schelaine Bennett,Vicky Hernandez
1075474,Xabiso Ngqabe,Jason (Attendant)
1075474,Lucas Saige Ndlovu,Chief
1075475,James Marsters,Jack
1075475,Tony Todd,Steve
1075475,Jolene Blalock,Kate
1075475,Marc Winnick,Charlie
1075475,Diahnna Nicole Baxter,Stacy
1075475,Natasha Alam,Amber
1075475,Richard Whiten,Dave
1075475,Jennie Ford,Melissa
1075476,Anna Walton,Vicki
1075476,Morven Macbeth,Holly
1075476,Kate Sissons,Haze
1075476,Richard Stanley,Spanish Rapist
1075476,Jamie Thomas King,Adam
1075477,Tom Green,Himself
1075478,Cynthia Khan,Hsie Wan Chin
1075478,Moon Lee,May
1075478,Yukari Ôshima,Coco
1075478,Lawrence Ng,Wilson Tsang
1075478,Waise Lee Chi-Hung,Brother Boy
1075478,Karel Wong Chi-Yeung,Dave
1075478,Ku Feng,Officer
1075478,Eric Tsang,Chin's foster father
1075478,Paco Yick Tin-Hung,
1075478,Lee Siu-Kay,
1075478,Fung Hak-On,Possessed man
1075478,Danny Chow Yun-Kin,Martial arts trainer
1075478,Chu Tau,
1075478,Benny Lai Keung-Kuen,
1075478,Julia Cheng Yim-Lai,
1075478,Cheung Gwok-San,
1075478,Billy Ching Sau-Yat,
1075479,Eileen Saddow,
1075479,John Kalinowski,
1075479,Patrick J. Houtman,
1075479,Jody Amato,
1075479,Steven J. Roberts,
1075479,Cindie Lou Acker,
1075479,Scott Davis,Hospital Orderly
1075480,Paula Wessely,Christa Teichmann
1075480,Ingrid Stenn,Gerda Böttcher
1075480,Christian Wolff,Klaus Teichmann
1075480,Friedrich Joloff,Dr. Boris Winkler
1075480,Günther Theil,Manfred Glatz
1075480,Paul Dahlke,Werner Teichmann
1075480,Hans Nielsen,Max Mertens
1075480,Herbert Hübner,Verteidiger Dr. Schwarz
1075480,Kurt Vespermann,Dr. Schmidt
1075480,Hilde Körber,Frau Glatz
1075480,Paul Esser,Kommissar
1075480,Siegfried Schürenberg,Staatsanwalt
1075480,Otto Graf,Gerichtspräsident
1075481,Deanna Durbin,Ruth Kirke Holliday
1075481,Edmond O'Brien,Tom Holliday
1075481,Barry Fitzgerald,Timothy Blake
1075481,Arthur Treacher,Henderson
1075481,Harry Davenport,Commodore Thomas Spencer Holliday
1075481,Grant Mitchell,Edgar Holliday
1075481,Frieda Inescort,Karen Holliday
1075481,Elisabeth Risdon,
1075481,Jonathan Hale,
1075481,Esther Dale,
1075481,Gus Schilling,
1075481,John F. Hamilton,
1075481,Christopher Severn,
1075481,Yvonne Severn,
1075481,Teddy Infuhr,
1075481,Linda Bieber,
1075481,Diane DuBois,
1075481,Philip Ahn,
1075481,Irving Bacon,
1075481,Wade Boteler,
1075481,George Chandler,
1075481,Joseph Crehan,
1075481,Tom Dugan,
1075481,Eddie Dunn,
1075481,Bess Flowers,Reporter
1075481,Dorothy Granger,
1075481,George Guhl,
1075481,Robert Homans,
1075481,Olaf Hytten,
1075481,Richard Loo,
1075481,Eleanor Soohoo,
1075481,Charles Trowbridge,
1075481,Iris Wong,
1075481,Douglas Wood,
1075482,Jaylen Barron,Zoe
1075482,Manpreet Bambra,Jade
1075482,Kerry Ingram,Becky
1075482,Celine Buckens,Mia
1075482,Freddy Carter,Pin
1075482,Bruce Herbelin-Earle,Marcus
1075482,Charlotte Jordan,Gaby Grant
1075482,Martin Bobb-Semple,Alex
1075482,Joe Ashman,Callum
1075482,Seth Carr,Aaron
1075483,Hazel Doupe,Frances
1075483,Dara Devaney,Michael
1075483,Aidan O'Hare,Sergeant
1075483,Lalor Roddy,Grandad Joyce
1075483,Hilda Fay,Granny Flynn
1075483,Johnny Collins,Patrick
1075483,Jamie Kierans,Eamann
1075483,Lisa Lambe,Margaret
1075483,Packy Lee,Uncle Joe
1075483,Michael Collins,Uncle Tommy
1075483,Aaron Monaghan,Uncle Bobby
1075483,Pascal Scott,Pa Quinn
1075483,Amelie Metcalfe,"Frances, Age 8"
1075483,Kate Stanley Brennan,Helen
1075483,Noelle O'Regan,Aunt Nelly
1075483,Ciaran Bermingham,Farmer
1075483,Finny Maguire,Pajo
1075483,Brendan Conroy,Chief Landowner
1075483,Pauline Cotter,Shopkeeper
1075483,Caroline O'Donnell,Aunt Rose
1075483,Helen O'Sullivan,Irene
1075483,John Gerard Healy,Second Landowner
1075483,Rosie O'Sullivan,Roseanne
1075484,Govinda,Raja
1075484,Raveena Tandon,Kiran Singhania
1075484,Kader Khan,K.K. Singhania
1075484,Prem Chopra,Bishambar Nath
1075484,Mohnish Behl,Rahul Sinha
1075485,Francesco Rinaldi,
1075485,Paola Bechis,
1075485,Roberta Schiarea,
1075485,Paolo Coluzzi,
1075485,Marisa Pierdiluca,
1075485,Maurizio Faulisi,
1075485,Giancarlo Maccarini,
1075486,William Mang,Alan Tanner
1075486,Marina Costa,Edra
1075486,Harrison Muller Jr.,Erasmus
1075486,Woody Strode,Sam
1075486,Margit Evelyn Newton,Diane
1075486,Stefano Davanzati,Melvin
1075486,Renato Miracco,Louis
1075486,Maria Romano,Magda
1075486,Luca Giordana,Phil
1075486,Karl Zinny,"Evan, the boy"
1075486,Cinzia Bonfantini,Alan's Wife
1075486,Giovanni Cianfriglia,Sentry
1075486,Franco Ukmar,Sword Victim
1075487,Anna Maria Ferrero,Gesuina
1075487,Cosetta Greco,Elisa
1075487,Antonella Lualdi,Milena
1075487,Marcello Mastroianni,Ugo
1075487,Bruno Berellini,Carlino Bencini
1075487,Irene Cefaro,Clara
1075487,Adolfo Consolini,Maciste
1075487,Giuliano Montaldo,Alfredo Campolmi
1075487,Gabriele Tinti,Mario Parigi
1075487,Eva Vanicek,Bianca
1075487,Wanda Capodaglio,La Signora
1075487,Domenico Maggio,
1075487,Andrea Petricca,Nanni
1075487,Garibaldo Lucii,Staderini
1075487,Mario Piloni,Osvaldo Liverani
1075487,Ada Colangeli,Fidalma
1075487,Giuseppe Angelini,
1075487,Graziella De Roc,Maria
1075487,Rolando Sbrocchi,
1075487,Aldo Collalti,
1075487,Maria Mannelli,Clorinda (as Mary Mannelli)
1075487,Francesca Uberti,
1075487,Pasquale Martino,Ristori
1075487,Fosco Cecchi,Pisano
1075487,Paola Maggiorani,
1075488,Johnny Weissmüller,Tarzan
1075488,Brenda Joyce,Jane
1075488,Johnny Sheffield,Boy
1075488,Acquanetta,"Lea, the High Priestess"
1075488,Edgar Barrier,Dr. Ameer Lazar
1075488,Dennis Hoey,Commissioner
1075488,Tommy Cook,Kimba
1075488,Anthony Caruso,Mongo
1075488,Doris Lloyd,Miss Wetherby (uncredited)
1075488,Lillian Molieri,Zambesi Maiden (uncredited)
1075488,George J. Lewis,Corporal (uncredited)
1075488,Georges Renavent,Ivory Merchant (uncredited)
1075488,Marek Windheim,Silk Merchant (uncredited)
1075488,Robert Barron,Caravaneer (uncredited)
1075488,Kay Koury,Merchant (uncredited)
1075488,Louis Mercier,Snake Charmer (uncredited)
1075488,Neyle Morrow,Soldier (uncredited)
1075488,John Shay,Soldier (uncredited)
1075489,Steve Zahn,Jackson
1075489,Jess Gabor,Marge
1075489,Roselyn Sánchez,Elsa
1075489,Jorge A. Jimenez,Padre
1075489,Valentina Buzzurro,Azusana
1075489,Nico Bracewell,Chilo
1075489,Judy Greer,Mini Marge
1075489,Andrea Paulina Rivera,Nayeli
