id,genre
1605986,Thriller
1605986,Fantasy
1605987,Music
1605988,Comedy
1605988,Drama
1605989,Thriller
1605989,Horror
1605990,Drama
1605993,Drama
1605994,Documentary
1605996,Drama
1605996,Comedy
1605998,Drama
1605998,History
1605999,Drama
1605999,Romance
1606001,Horror
1606001,Comedy
1606001,Fantasy
1606002,Documentary
1606004,Drama
1606008,History
1606008,Documentary
1606009,Drama
1606009,Horror
1606010,Documentary
1606011,Documentary
1606013,Documentary
1606015,Crime
1606015,Action
1606015,Horror
1606017,Drama
1606020,Drama
1606020,Romance
1606021,Documentary
1606025,Documentary
1606027,Documentary
1606028,Crime
1606029,Documentary
1606031,History
1606031,Animation
1606032,Thriller
1606033,History
1606033,Drama
1606034,Fantasy
1606036,Documentary
1606037,Horror
1606039,Comedy
1606040,Romance
1606041,Mystery
1606042,Documentary
1606043,Documentary
1606044,Drama
1606044,TV Movie
1606045,Mystery
1606045,Thriller
1606045,Action
1606046,Animation
1606048,Drama
1606049,Documentary
1606050,Documentary
1606051,Drama
1606052,Drama
1606052,Documentary
1606053,Music
1606053,Drama
1606054,Mystery
1606054,Fantasy
1606055,Action
1606055,Drama
1606056,Documentary
1606057,Documentary
1606058,Documentary
1606059,Drama
1606062,Documentary
1606066,Drama
1606069,Documentary
1606070,Comedy
1606073,Drama
1606073,Comedy
1606074,Adventure
1606074,Action
1606074,Comedy
1606077,Horror
1606078,Drama
1606078,TV Movie
1606079,Comedy
1606084,Drama
1606084,Crime
1606085,Romance
1606087,Animation
1606088,Documentary
1606090,Comedy
1606091,Documentary
1606092,Animation
1606095,Animation
1606096,Horror
1606097,Documentary
1606098,Comedy
1606099,Drama
1606099,Comedy
1606100,Documentary
1606101,Drama
1606103,Documentary
1606104,Drama
1606104,Romance
1606105,Comedy
1606107,Documentary
1606108,Documentary
1606108,History
1606109,Drama
1606110,Documentary
1606111,Documentary
1606117,Documentary
1606118,Drama
1606120,Romance
1606121,Drama
1606122,Documentary
1606122,Music
1606123,Documentary
1606124,Documentary
1606127,Documentary
1606130,Animation
1606131,Comedy
1606132,Comedy
1606132,Drama
1606132,Romance
1606133,Animation
1606135,Comedy
1606136,Drama
1606137,History
1606137,Documentary
1606138,Drama
1606139,Animation
1606141,Drama
1606141,Romance
1606141,Comedy
1606142,Animation
1606145,War
1606145,Drama
1606147,Drama
1606147,Romance
1606151,Comedy
1606151,Drama
1606151,Romance
1606152,Drama
1606153,Documentary
1606156,Documentary
1606158,Crime
1606160,Drama
1606161,Drama
1606162,Documentary
1606163,Documentary
1606165,Documentary
1606166,Comedy
1606168,Drama
1606169,Thriller
1606170,Drama
1606170,Comedy
1606171,Animation
1606172,Drama
1606173,Animation
1606174,Comedy
1606174,Drama
1606177,Music
1606177,Documentary
1606178,Documentary
1606180,Documentary
1606181,Science Fiction
1606183,Horror
1606185,Documentary
1606186,Crime
1606186,Drama
1606186,War
1606186,Music
1606187,Crime
1606188,Documentary
1606188,Music
1606191,Animation
1606191,Documentary
1606192,Documentary
1606193,Comedy
1606194,Drama
1606196,Animation
1606197,Documentary
1606198,Documentary
1606199,Romance
1606200,Drama
1606201,Music
1606201,Documentary
1606205,Documentary
1606206,Action
1606206,Science Fiction
1606206,Adventure
1606206,Comedy
1606207,Documentary
1606208,Adventure
1606209,Science Fiction
1606210,Animation
1606217,Documentary
1606218,Drama
1606219,Drama
1606221,Thriller
1606221,Drama
1606222,Documentary
1606223,Drama
1606224,Documentary
1606225,Music
1606227,History
1606227,Documentary
1606228,Documentary
1606230,Drama
1606231,Science Fiction
1606231,Thriller
1606232,Drama
1606235,Fantasy
1606235,Drama
1606235,Animation
1606235,Adventure
1606236,History
1606236,War
1606236,Documentary
1606237,Drama
1606237,Crime
1606238,Animation
1606239,Documentary
1606240,Documentary
1606241,Documentary
1606242,Documentary
1606242,Mystery
1606243,Comedy
1606243,Romance
1606243,Drama
1606243,Mystery
1606244,Drama
1606244,Thriller
1606245,Drama
1606245,Romance
1606247,Action
1606248,Documentary
1606249,Documentary
1606251,Action
1606251,Documentary
1606252,Drama
1606252,Family
1606253,Horror
1606254,Drama
1606255,Drama
1606257,Documentary
1606258,Animation
1606259,Documentary
1606259,Music
1606264,Drama
1606264,Music
1606267,Drama
1606267,Comedy
1606270,Drama
1606271,Animation
1606273,Documentary
1606274,Drama
1606274,Family
1606274,Action
1606275,Animation
1606275,Family
1606276,Comedy
1606276,Music
1606277,Documentary
1606278,Science Fiction
1606281,Animation
1606282,TV Movie
1606282,Documentary
1606283,Comedy
1606284,Drama
1606286,Documentary
1606288,Drama
1606290,Drama
1606290,Family
1606291,Documentary
1606292,Documentary
1606293,Comedy
1606295,Documentary
1606296,Documentary
1606297,Documentary
1606299,Drama
1606299,Romance
1606300,Documentary
1606301,Drama
1606304,Documentary
1606305,Comedy
1606305,Drama
1606306,Documentary
1606307,Documentary
1606308,Fantasy
1606309,Animation
1606310,Science Fiction
