id,name,role
1537558,Jayabharathi,
1537558,Jayan,
1537558,Sukumari,
1537558,KPAC Lalitha,
1537558,Thikkurissy Sukumaran Nair,
1537558,Jose Prakash,
1537558,Manavalan Joseph,
1537558,Sankaradi,
1537558,Adoor Bhavani,
1537558,Kuthiravattam Pappu,
1537558,M G Soman,
1537558,Karan,
1537558,N Govindankutty,
1537558,Rallapalli Narasimha,
1537558,Reena,
1537558,Sudheer,
1537558,Chandraji,
1537558,Radhamani,
1537560,Biljana Belić,Herself
1537562,Sivaji Ganesan,Dr. Siva
1537562,Manjula Vijayakumar,Geetha
1537562,Major Sundarrajan,
1537562,M. R. R. Vasu,
1537562,V. K. Ramasamy,
1537562,Nagesh,
1537562,Manorama,
1537562,Pandari Bai,
1537562,Ganthimathi,
1537562,Jayamalini,
1537562,Typist Gopu,
1537562,Pakoda Kadhar,
1537564,Wei Tzu-Yun,
1537564,Jenny Tseng,
1537564,Tsai Hung,
1537564,Shan Mao,
1537564,Ma Chun,
1537564,Ma Chi-Chun,
1537564,Han Lin,
1537564,Pin Liang,
1537564,Chun Chou,
1537564,Qian Lu,
1537564,Chiang Pin,
1537564,Chang Ping-Yu,
1537565,Hakan Balamir,Tosun Bey
1537565,Dinçer Çekmez,Kazasker
1537565,İlhan Hemşeri,Nişancı
1537565,Mümtaz Alpaslan,Sadrazam
1537565,Mümtaz Ener,Paşa
1537566,Richard Loring,Richard 'Soutie' Henderson
1537566,Barry Trengrove,Sergeant
1537566,Friedrich Stark,Petrus 'Poepies' Pansegrau
1537566,Lieb Bester,Godlieb 'Liebling' Van Lieres
1537566,Ken Hare,'Tiny' Smit
1537566,Sydney Chama,Chico
1537566,Moira Downie,Matilda
1537566,Frances Tomlin,Patricia
1537566,Volenté Bertotti,Tiny's girl
1537566,Dan Davis,Mr. Henderson
1537566,Linda Loubscher,Di
1537566,Bea Read,Mrs Henderson
1537569,Vasili Funtikov,Vasya (voiced by Maria Vinogradova)
1537569,Sasha Kravchenko,Klasha - Vasi's younger sister
1537569,Igor Rogozhin,Yurka
1537569,Gennadi Frolov,Papa Vasi
1537569,Valeriy Nosik,Kulichkov
1537569,Larisa Barabanova,Shura - Mother Vasi
1537569,Nina Beloborodova,Aunt Vera
1537569,Yuri Medvedev,Chief accountant
1537569,Yuri Gorobets,supply manager
1537569,Mikhail Mitin,Garage manager
1537569,A. Chirkunov,Kuzmich (militsioner)
1537569,Vladimir Gerasimov,Valera - Policeman
1537569,Tatyana Teterina,Valya
1537569,Nikolai Godovikov,Kolya - Fisherman
1537569,Mikhail Ivanov,episod
1537570,Jun Raquiza,
1537570,Gina Pareño,
1537570,Marianne dela Riva,
1537571,Manoochehr Vossoogh,Bahman
1537571,Sepideh,Parvaneh
1537571,Morteza Aghili,Morteza
1537571,Bizhan Tehranchi,Sharareh's Lover
1537571,Parviz Shahinkhou,Bahman's Uncle
1537571,Saghar,Sharareh
1537571,Fereshteh Heidari,Maryam
1537573,James Yi Lui,Lo Ah Fuk
1537573,Anna Ng Yuen-Yee,Mrs. Lo
1537573,Hoh Sau-San,Ah Ho
1537573,So Hang-Suen,Mrs. Ho
1537573,Elaine Jin,Ah Ho's Lover
1537573,Shek Sau,Ah Kong
1537573,Dao-Hung Lee,Ah Lee
1537573,Adam Cheng,Monkey
1537573,Lydia Shum Tin-Ha,Monkey's Wife
1537573,Tanny Tien-Ni,Miss Lam
1537573,Paul Chang Chung,Cheung Chung
1537573,Nancy Liang Lan-Shih,
1537573,Angelina Lo Yuen-Yan,Mrs. Kong
1537574,Walfriede Schmitt,Martha Emrich
1537574,Klaus-Peter Thiele,Kurt Steiner
1537574,Carl-Hermann Risse,Karl Emrich
1537574,Petra Hinze,Edith
1537574,Günter Wolf,Eberhard Klein
1537574,Siegfried Kilian,
1537574,Helga Göring,
1537574,Helga Raumer,
1537574,Stefan Lisewski,
1537574,Helmut Schellhardt,
1537574,Martin Flörchinger,
1537574,Dorit Gäbler,
1537574,Dieter Montag,
1537574,Michael Gwisdek,
1537574,Jürgen Juhnke,
1537574,Gert Grasse,
1537574,Johannes Maus,
1537574,Ostara Körner,
1537574,Arnim Mühlstädt,
1537574,Wiebke Fuhrken,
1537575,Jacques-Yves Cousteau,Self
1537575,Philippe Cousteau,Self
1537577,Iraj Ghaderi,Ali Behroozi
1537577,Shoorangiz Tabatabai,Sima
1537577,Morteza Aghili,Hassan
1537577,Ali Azad,Safdar
1537579,Ivy Ling Po,Peng Yin-Fang
1537579,Charlie Chin Chiang-Lin,
1537579,Jimmy Wang Yu,
1537579,Tien Niu,
1537579,Wang Yin,
1537579,Ko Chun-Hsiung,Gu Shang-Fei
1537579,Ming Chiang,Lee Wan-Chun
1537579,Tsui Fu-Sheng,Peng Da-Shuai
1537579,Hsiu-shen Liang,Lee Hsiao-Feng
1537579,Cui Tai-Jing,Ching-Ching
1537579,Shang-Kuan Wan-Er,
1537579,Ling Ling,
1537579,Chi Kuang-Lung,
1537579,Chen Hui-Lou,
1537579,Chin Yung-Hsiang,
1537579,Lu Shih,
1537579,Wang Dan,
1537579,Yao Hsiao-Chang,
1537579,Chin Fei,
1537579,Wu Ho,
1537579,Lieh Yang,
1537579,Chen Chiu,
1537581,Dominique Rozan,commisaire Salva
1537581,François Perrot,Raymond Maillard
1537581,Jacques Serres,Georges Werther
1537581,Sabine Glaser,Clara Neuville
1537581,Jacques Charby,Inspecteur Lavigne
1537583,Kadir İnanır,Ali
1537583,Feri Cansel,Nesrin
1537583,Münir Özkul,Veli
1537583,Suna Pekuysal,Menekşe/Mine
1537583,Kadir Savun,Altınoğlu
1537583,Şefik Döğen,Mistik
1537583,Aydın Tezel,
1537583,Sümer Tilmaç,
1537583,Gül Vergon,
1537583,Nevin Aypar,
1537583,Tanju Okan,
1537583,Mine Koşan,Singer
1537583,Arif Eres,
1537585,Metka Franko,Radmanca
1537585,Iztok Jereb,Voruh
1537585,Aleksander Valič,Radman
1537585,Jani Golob,
1537585,Andrej Gradišek,
1537585,Angelca Hlebce,
1537585,Berta Krivec,
1537585,Manica Krivič,
1537585,Rok Krivič,
1537585,Tonček Prelesnik,
1537585,Tomaž Slapnik,
1537585,Štefan Vršnik,
1537585,Jože Vunšek,
1537586,Sabú,himself
1537586,Juan Carlos Altavista,
1537586,Enrique Belluscio,
1537586,Laura Bove,
1537586,Amalia Britos,
1537586,Hugo Caprera,
1537586,Cristina del Valle,
1537586,Ovidio Fuentes,
1537586,Claudio Levrino,
1537586,Felipe Méndez,
1537586,Susana Ortiz,
1537586,Rolo Pereyra,
1537586,Javier Portales,
1537586,Fernando Siro,
1537587,John Livingston,Narrator
1537588,Sergei Khorev,Petya
1537588,Rifat Musin,Ilgiz
1537588,Yelena Tomosyants,Elmira
1537588,Irina Shevchuk,Marina
1537588,Nikolai Rybnikov,Momochko
1537588,Sergey Nikonenko,Malakhitov
1537588,Valeriy Nosik,'Hitler'
1537588,Yuri Katin-Yartsev,
