id,name,role
1881188,Fanny Kelly,
1881188,Harriet Hammond,
1881189,Billie Bennett,
1881189,William Parsons,
1881189,Lydia Yeamans Titus,
1881190,Mary Forbes,Lizzie
1881190,Sam Livesey,The Deserter
1881192,Caroline Frances Cooke,Catherine Calvert
1881192,Grafton Williams,Henry Calvert
1881192,Julius Royston,Jack Burton
1881192,H.B. Waring,Philip Newton
1881192,Gwen MacDonald,Rose Calvert
1881192,A.O. Glisson,
1881192,Dorothy Peters,
1881192,Pearl Barkham,
1881193,Oscar Stribolt,
1881193,Johanne Fritz-Petersen,
1881193,Bertel Krause,
1881193,Lauritz Olsen,
1881193,Carl Alstrup,
1881194,Henny Porten,Komtesse Ursel
1881194,Ernst Hofmann,Hans Joachim von Ilmenau
1881194,Rudolf Biebrach,Graf Speier
1881194,Emmy Wyda,Fräulein von Köckeritz
1881194,Frida Richard,Gräfin
1881195,Oskar Textorius,
1881195,Lia Norée,
1881195,Ester Textorius,
1881195,Emil Adami,
1881195,Carl Johannesson,
1881195,Anna Hofman-Uddgren,
1881195,Anna-Lisa Hellström,
1881195,Sigurd Wallén,
1881195,Gösta Ekman,
1881206,Mabel Wallace,Self
1881207,Stephanie Perk,Olive
1881207,Gábor Kékesi,András
1881219,Emraan Hashmi,
1881226,Filipe Bragança,Abá
1881226,Zezé Motta,Titikaba
1881226,Rafael Infante,Melão Rosa
1881226,Robson Nunes,Juca
1881226,Carol Valença,Ana
1881226,Mauro Ramos,Rei Caxi
1881228,Ahmed Azad,Boy
1881228,Surekha Dey,Mother
1881228,T. Sasitharam,Priest
1881231,Viraat,
1881231,Sanjana Anand,
1881232,Jamall Johnson,
1881232,Dean Sharpe,
1881232,Requell Jodeah,
1881232,Carlo Fortin,
1881232,Madelyn Adama,
1881232,Cynthia Potvin,
1881232,Kyle Mosonyi,
1881232,Stephen Huddlestone,
1881232,Harry Tamacas Perla,
1881232,Bradley Peters,
1881232,Lauren Marshall,
1881232,Dustin Finerty,
1881232,Meriem Erlebach,
1881232,Phil Boutros,
1881232,Kiana Lasuik,
1881235,Tamás Keresztes,
1881235,Vica Kerekes,
1881235,Imre Csuja,
1881235,Nóra Diána Takács,
1881237,Ana Carbatti,Adyr
1881237,Sidarta Ribeiro,João
1881237,Caio Cabral,Tom
1881237,Tamirys Ohana,
1881237,Pedro Guimarães,
1881237,Manuela Llerena,
1881237,Julio Adrião,
1881240,Carol Cleveland,Narrator (voice) / The Sorceress
1881240,Claira Watson Parr,Agatha
1881240,Tomi Ade,Captain Dante
1881240,Sierra Callaghan,Assassin / The Bog Witch
1881240,Mark Hunter,The King
1881240,Ivan Rakić,Maxima Vala
1881240,Roman Winter,Rosamund Fleetfoot
1881240,Sarah Emiris,Hildegund Headstrong
1881242,Thiago Lacerda,Júlio
1881242,Carolina Chalita,Helena
1881242,Well Aguiar,Daniel
1881242,Ana Lua Sacchetti,Luiza
1881243,Sheik Althaf Hussain,
1881245,Alexander Zehntner,Self
1881246,Zhandos Aibassov,
