id,name,role
1151050,Isabelle Aring,Lisa
1151050,Markus Hettich,Milan
1151050,André Hoffmann,Carlos
1151050,Melissa Ittenbach,Claudelle
1151050,Alina Gerke,Nicole / Demon
1151050,Thomas Binder,Josh
1151050,Jim Aal,Bauer Karl
1151051,Kim Young-woon,Dong-hoon
1151051,Park Se-young,Jae-hee
1151051,Jung Gyu-woon,Hyeon-seok
1151051,Kim Yoon-ji,
1151052,Charisma Carpenter,Julie Taylor
1151052,Dean Cain,Leo Taylor
1151052,Kirstin Dorn,Riley Taylor
1151052,Joanna Cassidy,Ruth Christensen
1151052,Tommy Lister Jr.,Ben Wilson
1151052,Edward Herrmann,Nate Christensen
1151052,Ella Harris,Katie Davis
1151052,Jaci Twiss,Melissa Sue Davis
1151052,Michael Flynn,Dr. Everett Sloan
1151052,Skyler James Sandak,Darley Allen
1151052,Tom Markus,Bob Connelly
1151052,Frank Gerrish,Wally Anderson
1151053,Dmitriy Kobetskoy,Boy
1151053,Yekaterina Golubeva,
1151053,Mikhail Veksler,
1151053,Vitalina Bibliv,
1151053,Albert Filozov,
1151053,Marina Politseymako,
1151053,Vitalii Linetskyi,
1151053,Irina Kikhtyova,
1151053,Valeriy Bassel,
1151053,Yulia Skarga,
1151053,Yuri Nevhamonnyi,
1151053,Yurii Horbunov,
1151054,Stuart Brennan,The Reverend
1151054,Rutger Hauer,The Withstander
1151054,Doug Bradley,Reverend Andrews
1151054,Emily Booth,Tracy
1151054,Giovanni Lombardo Radice,The Almighty
1151054,Tamer Hassan,Harold Hicks
1151054,Shane Richie,Prince
1151054,Marcia Do Vales,The Girl
1151054,Mads Koudal,Viking
1151054,Billy Rumbol,Ryan
1151054,Helen Griffin,Mrs. Jenkins
1151054,Dominic Burns,Big Bazza
1151054,Edmund Kingsley,Thug
1151054,Simon Phillips,The Detective
1151054,Dave Sommer,Brute
1151055,Yunjin Kim,Chae Yeon-hee
1151055,Park Hae-il,Lee Hwi-do
1151055,Kang Hae-In,Hyun-joo
1151055,Lee Seung-joon,Teacher Moon
1151055,Koh Woo-ri,Girl Group Member
1151055,Kim Sang-ho,Team Leader Jo
1151055,Kang Shin-il,Director Choi
1151055,Ju Jin-mo,President Kang
1151055,Jung Da-hye,Na Soo-young
1151055,Park Ha-young,Chae Ye-eun
1151056,Ufuk Özkan,PP7
1151056,Metin Zakoğlu,
1151056,Doğa Rutkay,
1151056,Sümer Tilmaç,
1151056,Erdal Tosun,
1151056,Şenay Akay,
1151056,Zeynep Şarlıgil,
1151056,Deniz Özerman,
1151056,Yuri Ryadchenko,
1151056,Ümit Okur,
1151056,Mehmet Ali Erbil,
1151057,Rima Kallingal,Shaarathe Ammini
1151057,Samvrutha Sunil,Rathnam
1151057,Archana Kavi,Kunjimalu
1151057,Kailash,Haridas
1151057,Sreedevi Unni,Maluamma
1151057,Suresh Nair,Appukuttan
1151057,Joy Mathai,Karyasthan Achuthan Nair
1151057,Amala Paul,Beena
1151057,Jayalal Menon,Shaarathe Amma
1151057,Mullanezhi,the old man sitting under the banyan tree
1151057,Maala Parvathi,Elder Kunjimalu
1151058,Pedro Armendáriz Jr.,santa claus
1151058,Alejandra Ambrosi,liz
1151058,Mauricio Barrientos,Tito
1151058,Héctor Jiménez,Chicharo
1151058,Diego Velázquez,Martín
1151058,Hanna Valeria Cervantes,Olivia
1151058,Adal Ramones,Marmo
1151058,Eduardo España,Kepa
1151058,Carlos Corona,Julio Ramos
1151058,Verónica Merchant,Martha
1151058,Margarita Wynne,Mrs. Claus
1151058,Cecilia Ponce,Irene
1151058,Rocío Verdejo,Doris
1151058,Jorge Arévalo,Sprinkly
1151058,Carlos Aldana,Soli
1151058,Luis Calvillo,Duende Peluche
1151058,Óscar M. Gómez,Duende
1151058,Agustín Ocegueda,Duende
1151058,Liz Medrano,Duende
1151058,Manuel Lapayre,Duende
1151058,José Sefami,Bruno
1151058,Fernando Banda,Security Agent
1151058,Rául Aranda-Lee,Cell Guard
1151058,Miguel Couturier,Front Desk Police Officer
1151058,Roberto Campos,Police Man
1151058,Ammel Rodrigo Mendoza,Police Man 2
1151058,Yair Prado,Bully
1151058,Claudia Lizaldi,Reporter
1151058,Miguel Ángel Herrerías,Production Assistant
1151058,Julia Urbini,Esplanade girl
1151058,Ramón Vaca,Esplanade Security Guard
1151058,Ignacio Torre,Esplanade Host
1151058,Metztli Adamina,Granger's Wife
1151058,Héctor Cano,50-year-old worker
1151058,Jorge Solares,Camera man
1151058,Ernesto Villalvazo,Coffee Shop Waiter
1151058,Espiridión Saab Saab,Esplanade Sir
1151058,Víctor Rivera,Student
1151058,Alexandra Vicencio,Teacher
1151058,Mariana Beyer,María
1151058,Mikel Mateos,Luis
1151058,María Fernanda Martínez,Luis Mom
1151058,Alejandro Felipe,Alejandro
1151058,Iván Arriaga,Pedrito
1151058,Sylvia Wardly,Beach Girl
1151058,Bárbara Pfeiffer,Beach Girl 2
1151058,Leonardo Garza García,Picture Boy
1151058,Diego Santisteban,Picture Boy
1151058,Michelle Rey Ortiz,Picture Girl
1151058,Tatiana Rovzar,Picture Girl 2
1151058,Abisai Escobar Jiménez,Young Chícharo
1151058,Jorge A. Lizcano Curiel,Curiel Hindu Father
1151058,Isabel Trillo,Hindu Mother
1151058,Laura Sánchez,Hindu Daughter
1151058,Takahiro Murokawa,Japanese Father
1151058,Dania Galsanguin,Japanese Mom
1151058,Mateo Lozada,Japanese Son
1151058,Lan Si Tu calixto,Japanese Daughter
1151058,José Arturo Prado,Mexican Father
1151058,Cinthia Prado Torres,Mexican Mom
1151058,Arturo Jayr Prado,Mexican Son
1151058,Astrid Prado,Mexican Daughter
1151058,Jaime Maussan,Jaime Maussan
1151058,Iraseo Romero,Santa
1151060,Riz Ahmed,Sohail
1151060,Manjinder Virk,Nasima
1151062,Michael Jibson,Joe Casey
1151062,Julie Gay,Sarah
1151062,Richard Frame,Emmo
1151062,Oliver Jackson,Lewis
1151062,Tameka Empson,Billie
1151062,Andrea Francis,Angie
1151063,Takehito Koyasu,Kenshirô
1151063,Yurika Hino,Sâra
1151063,Akimitsu Takase,Tobi
1151063,Romi Park,
1151064,Chester Bennington,Lead vocals
1151064,Mike Shinoda,"MC, vocals, beats, sampling, rhythm guitar"
1151064,Dave Farrell,Bass
1151064,Joe Hahn,"DJ, sampling"
1151064,Brad Delson,Lead guitar
1151064,Rob Bourdon,Drums
1151065,Billie Joe Armstrong,Self
1151065,Jello Biafra,Self (archive footage)
1151065,David Byrne,Self
1151065,Charlotte Caffey,Self
1151065,Kurt Cobain,Self (archive footage)
1151065,Paul Cook,Self
1151065,Alice Cooper,Self
1151065,Terence Dackombe,Self
1151065,Zack De La Rocha,Self
1151065,John Doe,Self
1151065,Danny Fields,Self
1151065,Chris Frantz,Self
1151065,Dave Grohl,Self
1151065,Debbie Harry,Self
1151065,Billy Idol,Self
1151065,David Johansen,Self
1151065,Steve Jones,Self
1151065,Lenny Kaye,Self
1151065,Wayne Kramer,Self
1151065,Hilly Kristal,Self
1151065,John Lydon,Self (archive footage)
1151065,Glen Matlock,Self
1151065,Malcolm McLaren,Self
1151065,Legs McNeil,Self
1151065,Thurston Moore,Self
1151065,Keith Morris,Self
1151065,Mike Ness,Self
1151065,Iggy Pop,Self
1151065,Dee Dee Ramone,Self
1151065,Joey Ramone,Self
1151065,Johnny Ramone,Self
1151065,Tommy Ramone,Self
1151065,Henry Rollins,Self
1151065,Patti Smith,Self (archive footage)
1151065,Chris Stein,Self
1151065,Joe Strummer,Self
1151065,Sid Vicious,Self (archive footage)
1151065,Lee Ving,Self
1151065,Tina Weymouth,Self
1151065,Lars Frederiksen,Self
1151065,Luther Creek,Plaster caster double (uncredited)
1151066,Eric Roberts,Mr. Eddie
1151066,John Ritter,Tom Williams
1151066,Rachel Hunter,Gina Williams
1151066,Tyler Cole Malinger,Michael Williams
1151066,Christina Ann Moore,Angela Williams
1151066,Katy Boyer,Lonnie Campos
1151066,Michael Raynor,Mr. Franklin
1151066,Ken Palmer,Andrew
1151066,Dylan Moore,Angela Williams
1151066,Jf Pryor,Sam Delmont
1151066,Wayne Duvall,Alex
1151066,Rick Deats,Police Officer
1151066,Kevin Dean Williams,Officer Tim
1151066,Jeff Yesko,Walla Group
1151067,Tobias Ibel,Tobias
1151067,Jasmin Hänsgen,Jasmin
1151067,Andre Horsten,Andre
1151067,Stefan Lammert,Stefan
1151067,Oliver Hummell,Oliver
1151067,Georg Lammert,Police Officer
1151067,Rolf Roentgen,Ranger
1151067,Wolfgang Ibel,Cop #1
1151067,Hans J. Hummell,Cop #2
1151067,Jürgen Ohms,Cop #3
1151067,Werner Kolbach,Cop #4
1151068,Holly Marie Combs,Diane Zamora
1151068,David Lipper,David Graham
1151068,Cassidy Rae,Adrianne Jones
1151068,Gary Grubbs,Carl Baker
1151068,Kurt Fuller,Tom Green
1151068,Dee Wallace,Linda Jones
1151068,JoAnna Garcia,Susie
1151068,Joanna Canton,Val
1151068,Chad Carlberg,Bryan
1151068,Jack Landry,Larry
1151068,Karyn Beach,Donna
1151068,R. Keith Harris,Ben
1151068,Derin Altay,Gloria Zamora
1151068,Andrew Masset,Carlos Zamora
1151068,Wilmer Calderon,Perry
1151068,Randell Haynes,Jimmy McMillen
1151068,Jeremy Moore,Tracy
1151068,Robert Pentz,Bill Jones
1151068,Arthur Bridgers,Jason
1151068,Irene Ziegler,Reese
1151068,Mati Moralejo,Garcia
1151068,Lorri Lindberg,High School Principal
1151068,Ana Harrison,Cadet Gail
1151068,April Turner,Cadet Annette
1151068,Jody Jones,Male Plebe
1151068,Michael Burgess,Air Force Officer
1151068,Terry Loughlin,Captain Devlin
1151068,Hank Troscianiec,Lieutenant Chase
1151068,Suellen Yates,Dr. Drake
1151068,D.L. Anderson,Matron
1151068,Travis Stanberry,Ticket Agent
1151068,Gillian Doyle,Photographer
1151068,Ginger Smith,Reporter
1151069,Julie Strain,Mad Mary
1151069,Anastasia Brown,Genevieve
1151069,Kathy Pasmore,Catastrophe Kate
1151069,Taylor St. Claire,Busty
1151069,George Buck Flower,Pappy Putz
1151069,John F. Goff,Virgil Nelly
1151070,Andren Scott,Marcus
1151070,Sheila Ivy Traister,Psychiatrist
1151070,Karen Pombo,Call Girl
1151070,Karen Zaczkowski,Phone Sex Operator
1151070,Cindy Radiff,Bodybuilder
1151070,Jeanette Feher,
1151070,Jean Wolf,
1151070,Becky Van Lewen,
1151070,Monica McFarland,Call Girl
1151070,Alarming Trends,Self
1151070,Sherri Burdette,
1151071,Yasunori Matsumoto,
1151071,Yuko Minaguchi,
1151071,Koichi Yamadera,
1151071,Keiko Toda,
1151071,Toshiko Fujita,
1151072,Jay Underwood,Jeff Sherman
1151072,Tracy Scoggins,Rita Benson
1151072,Vince Edwards,Ben Sherman
1151072,Arlene Golonka,Gracie Sherman
1151072,Pamela Springsteen,Mona Krause
1151072,Amy Lynne,Emily Sherman
1151072,Xander Berkeley,Monty Griswold
1151072,Gino Conforti,Morton Meester
1151072,Biff Yeager,Capt. Billings
1151072,Miguel Sandoval,Carl Ortega
1151072,Tim Haldeman,Kruger
1151072,David Dunard,Ralph Fitzgerald
1151072,Michael Alaimo,Sergio
1151072,Don Pugsley,Skaggs
1151072,Greg Norberg,Findell Look-Alike
1151072,Tomas Trujillo,Latino
1151072,Charles Lucia,Glenn Devlin
1151072,Steve Whitaker,Tow Truck Driver
1151072,Leslie Rivers,Saleslady
1151072,Janet Rotblatt,Clara Mapes
1151072,Stephen Young,Cop
1151072,Jerry Summers,CHP Officer
1151072,Doc Duhame,Security Guard
1151072,Geoff Brewer,3rd Assailant
1151073,Vesa-Matti Loiri,Uuno Turhapuro
1151073,Marjatta Raita,Elisabeth Turhapuro
1151073,Tapio Hämäläinen,Tuura
1151073,Simo Salminen,Sörsselssön
1151073,Marita Nordberg,Mrs. Tuura
1151073,Hannele Lauri,Lisbeth
1151073,Riitta Väisänen,
1151073,Heikki Kinnunen,Poliisi
1151073,Juhani Kumpulainen,Herra X
1151073,Tuula Polvi,Tisse
1151073,Saija Hakola,Sesse
1151073,Johanna Raunio,
1151073,Spede Pasanen,Härski Hartikainen
1151073,Elli Castrén,Unelma Säleikkö
1151073,Yrjö Parjanne,Hujanen
1151073,Pekka Autiovuori,Karlsson
1151073,Seppo Laine,
1151073,Jyrki Kovaleff,
1151073,Tarja-Tuulikki Tarsala,
1151073,Raimo Virtanen,Rymmelstöt
1151073,Seppo Jokela,
1151073,Veli Keskiväli,
1151073,Mirjam Himberg,
1151073,Hellevi Seiro,
1151073,Maija-Liisa Peuhu,
1151073,Ville-Veikko Salminen,
1151074,Ellen Burstyn,Joan Walker
1151074,Robert Prosky,Jim Conway
1151074,Sam Robards,Stephen Walker
1151074,Nicholas Pryor,Larry Walker
1151074,John Dennis Johnston,Earl Pike
1151074,Patricia Smith,Olga Conway
1151074,Tate Donovan,Brian Walker
1151074,J.P. Bumstead,Agent Cameron
1151074,Bill Calvert,Rob Walker
1151074,Britt Leach,Sgt. Keyes
1151074,Ebbe Roe Smith,Kevin
1151074,Elizabeth Barclay,Girl at gas station
1151074,Dale Wilson,FBI Agent Drake
1151074,Babs Chula,Maggie
1151074,Ken Douglas,Lloyd Mason
1151074,Tom McBeath,Bank account manager
1151074,Antony Holland,Ben Loder
1151074,Paul Batten,Computer executive
1151074,Gary Hetherington,Wallace
1151074,Tom Heaton,Volkswagen dealer
1151074,Walter Marsh,Repair shop manager
1151074,Pat Barlow,Motel proprietor
1151074,Garry Chalk,Gas station attendant
1151074,Janet Hodgkinson,Secretary
1151074,David Longworth,Grocery store owner
1151074,Bob Metcalfe,Billy
1151074,Caroline McWilliams,Asst. Dist. Atty. Towler
