id,genre
1316390,Drama
1316391,Comedy
1316392,Comedy
1316392,Drama
1316392,Family
1316393,Family
1316393,Fantasy
1316395,Drama
1316395,Romance
1316396,Crime
1316396,Drama
1316397,Animation
1316398,Drama
1316398,Romance
1316400,TV Movie
1316400,Documentary
1316401,Music
1316402,Western
1316402,Action
1316403,Western
1316404,Drama
1316405,Animation
1316405,Comedy
1316405,Horror
1316406,Drama
1316406,Comedy
1316407,War
1316408,Romance
1316408,Western
1316409,Crime
1316409,Romance
1316409,Drama
1316410,Adventure
1316410,Drama
1316411,Comedy
1316412,Comedy
1316413,Romance
1316413,Adventure
1316413,Action
1316414,Adventure
1316415,Adventure
1316415,Western
1316416,History
1316416,Drama
1316417,Comedy
1316418,Romance
1316418,Drama
1316418,Adventure
1316419,Comedy
1316420,Comedy
1316422,Drama
1316422,Crime
1316423,Western
1316424,Western
1316425,Comedy
1316426,Animation
1316427,Comedy
1316428,Thriller
1316429,Adventure
1316429,Action
1316429,Romance
1316429,Drama
1316431,Drama
1316432,Comedy
1316433,War
1316434,Western
1316436,Comedy
1316438,Comedy
1316439,Crime
1316445,Animation
1316446,Documentary
1316447,Documentary
1316449,Science Fiction
1316451,Drama
1316452,Science Fiction
1316452,Drama
1316453,Drama
1316454,Thriller
1316454,Drama
1316455,Comedy
1316456,Action
1316456,Comedy
1316457,Documentary
1316458,Drama
1316458,Comedy
1316459,Documentary
1316460,Documentary
1316461,Documentary
1316461,TV Movie
1316462,Documentary
1316463,Romance
1316463,Comedy
1316464,Fantasy
1316464,Adventure
1316465,Drama
1316465,Comedy
1316466,Horror
1316466,Crime
1316466,Drama
1316466,Mystery
1316466,Thriller
1316467,Documentary
1316468,Horror
1316469,Drama
1316470,Comedy
1316471,Horror
1316472,Music
1316472,Documentary
1316473,Romance
1316473,Drama
1316474,Music
1316474,Drama
1316475,Drama
1316475,TV Movie
1316476,Science Fiction
1316477,Drama
1316478,Drama
1316478,Crime
1316480,Drama
1316482,Horror
1316482,Comedy
1316482,Romance
1316483,Animation
1316486,Animation
1316487,Science Fiction
1316487,Thriller
1316488,Drama
1316489,Comedy
1316489,Drama
1316490,Horror
1316490,Comedy
1316490,Drama
1316491,Drama
1316492,Thriller
1316492,Drama
1316494,Drama
1316495,Documentary
1316496,Documentary
1316497,Comedy
1316497,Horror
1316499,Comedy
1316499,Adventure
1316500,Horror
1316501,Drama
1316503,Drama
1316504,Family
1316504,History
1316504,Comedy
1316505,Horror
1316506,Drama
1316506,Comedy
1316507,Documentary
1316508,Romance
1316508,Music
1316508,Comedy
1316512,Documentary
1316513,Comedy
1316513,Romance
1316514,Horror
1316515,Comedy
1316515,Science Fiction
1316516,Drama
1316516,Thriller
1316516,Horror
1316517,Documentary
1316518,Romance
1316518,Drama
1316519,Drama
1316520,Drama
1316520,Comedy
1316522,Drama
1316523,Documentary
1316524,Horror
1316525,Documentary
1316526,Horror
1316527,Horror
1316528,Family
1316528,Romance
1316529,Horror
1316530,Documentary
1316530,Animation
1316531,Documentary
1316532,Horror
1316532,Thriller
1316533,Comedy
1316534,Horror
1316535,Comedy
1316536,Comedy
1316537,Documentary
1316538,Documentary
1316539,Comedy
1316539,Thriller
1316539,Horror
1316542,Comedy
1316544,Animation
1316545,Mystery
1316545,Thriller
1316547,Documentary
1316548,Comedy
1316548,Action
1316549,Romance
1316549,Comedy
1316549,Horror
1316550,Music
1316550,Horror
1316550,Drama
1316551,Documentary
1316553,Documentary
1316556,Horror
1316557,Music
1316558,Fantasy
1316559,Animation
1316560,Action
1316561,Comedy
1316562,Documentary
1316563,Documentary
1316565,Comedy
1316565,Documentary
1316566,Drama
1316566,Comedy
1316568,Comedy
1316570,Animation
1316571,Documentary
1316572,Animation
1316573,Horror
1316573,Thriller
1316574,Comedy
1316574,Action
1316576,Drama
1316576,Comedy
1316577,Fantasy
1316577,Comedy
1316579,Animation
1316579,Comedy
1316579,Romance
1316580,Comedy
1316580,Family
1316581,Romance
1316581,Documentary
1316582,Documentary
1316583,Science Fiction
1316583,Comedy
1316583,Drama
1316584,Documentary
1316585,Horror
1316586,Documentary
1316587,Horror
1316587,Comedy
1316588,Documentary
1316589,Thriller
1316589,Crime
1316589,Action
1316590,Animation
1316593,Drama
1316595,Drama
1316595,Action
1316596,Drama
1316597,Horror
1316598,Drama
1316599,Comedy
1316600,Romance
1316600,TV Movie
1316601,Animation
1316602,Horror
1316603,Horror
1316603,Drama
1316604,Horror
1316605,Documentary
1316606,Music
1316606,Documentary
1316607,Documentary
1316609,Drama
1316610,Comedy
1316610,Documentary
1316611,Animation
1316612,Documentary
1316613,Comedy
1316613,Family
1316616,Drama
1316616,Comedy
1316617,Music
1316619,Documentary
1316620,Romance
1316620,Drama
1316621,Horror
1316622,Documentary
1316623,Drama
1316624,Documentary
1316625,Horror
1316626,Documentary
1316626,History
1316628,History
1316628,Documentary
1316629,Drama
1316629,Family
1316630,Comedy
1316632,Documentary
1316633,Drama
1316635,Documentary
1316636,Comedy
1316636,Drama
1316636,Romance
1316637,Horror
1316638,Thriller
1316640,Science Fiction
1316640,Animation
1316641,Comedy
1316642,Drama
1316644,Action
1316644,Drama
1316645,Drama
1316646,Documentary
1316647,Comedy
1316647,Drama
1316648,Drama
1316649,Drama
1316652,Documentary
1316653,Documentary
1316654,Thriller
1316656,Horror
1316656,Mystery
1316657,Comedy
1316657,Romance
1316658,Family
1316661,Drama
1316661,Comedy
1316663,Music
1316667,Action
1316667,Fantasy
1316667,Crime
1316668,Comedy
1316669,Drama
1316670,Comedy
1316670,Documentary
1316672,Documentary
1316673,Drama
1316674,Drama
1316675,Thriller
1316675,TV Movie
1316675,Crime
1316675,Mystery
1316679,Documentary
1316680,Documentary
1316682,Documentary
1316683,Drama
1316684,Horror
1316685,Action
1316685,Thriller
1316687,Animation
1316687,Drama
1316687,Romance
1316687,Science Fiction
1316688,Documentary
1316689,Music
1316690,Music
1316690,Animation
1316692,Drama
1316694,Thriller
1316694,Crime
1316694,TV Movie
1316695,Music
1316696,Thriller
1316696,Mystery
1316696,Crime
1316698,Animation
1316699,Drama
1316699,Crime
1316700,Family
1316700,Adventure
1316700,Science Fiction
1316700,Animation
1316701,Horror
1316702,Comedy
1316704,Music
1316705,Romance
1316705,Thriller
1316706,Mystery
1316707,Family
1316707,Drama
1316709,Drama
1316709,Western
1316710,Drama
1316712,Animation
1316712,History
1316713,Comedy
1316715,Action
1316715,Crime
1316716,Horror
1316717,Comedy
1316717,Drama
1316718,Documentary
1316719,Drama
1316720,Drama
1316721,TV Movie
1316721,Drama
1316723,Animation
1316724,TV Movie
1316724,Drama
1316725,TV Movie
1316725,Western
1316727,Western
1316727,TV Movie
1316728,Drama
1316728,Romance
1316729,Comedy
1316730,Comedy
1316730,Fantasy
1316730,Horror
1316732,Documentary
1316733,Drama
1316733,Fantasy
1316733,Romance
1316733,Comedy
1316734,Documentary
1316734,Animation
1316734,Family
1316735,Comedy
1316737,Comedy
1316738,Family
1316738,Animation
1316739,Drama
1316740,Music
1316740,Documentary
1316741,Comedy
1316741,Animation
1316742,Horror
1316743,Comedy
1316744,Animation
1316745,Fantasy
1316745,Action
1316745,Animation
1316745,Adventure
1316746,TV Movie
1316746,Drama
1316747,Comedy
1316747,Animation
1316748,Drama
1316749,Documentary
1316749,War
1316749,History
1316750,Animation
1316750,Action
1316750,Adventure
1316751,Adventure
1316751,Animation
1316753,Animation
1316754,Family
1316754,Music
1316754,Comedy
1316755,Drama
1316755,Action
1316757,Drama
1316757,Thriller
1316758,Documentary
1316759,Animation
1316760,Music
1316760,Family
1316760,Comedy
1316761,Thriller
1316761,Horror
1316761,TV Movie
1316762,Comedy
1316763,Documentary
1316765,Drama
1316766,Action
1316767,Action
1316768,Drama
1316768,History
1316768,War
1316769,Drama
1316769,Romance
1316770,Drama
1316771,Science Fiction
1316771,Comedy
1316772,Drama
1316772,War
1316773,Animation
1316773,Family
1316774,Comedy
1316774,Science Fiction
1316775,Drama
1316775,Romance
1316776,Comedy
1316777,Drama
1316777,Crime
1316778,Drama
1316781,Animation
1316782,Documentary
1316783,Mystery
1316783,Horror
1316783,Thriller
1316783,TV Movie
1316784,Documentary
1316785,Drama
1316786,Drama
1316786,Crime
1316787,Documentary
1316789,War
1316789,Drama
1316790,Drama
1316792,Drama
1316793,War
1316793,Action
1316794,Comedy
1316794,Music
1316795,TV Movie
1316795,Western
1316795,Family
1316795,Drama
1316797,Documentary
1316799,History
1316799,Action
1316800,Crime
1316802,Drama
1316803,Drama
1316804,TV Movie
1316805,Animation
1316806,Drama
1316809,Drama
1316809,Crime
1316811,Documentary
1316812,Comedy
