id,genre
1854038,TV Movie
1854041,Drama
1854042,Music
1854042,Documentary
1854045,Family
1854046,Science Fiction
1854046,Comedy
1854048,Documentary
1854049,Music
1854054,Documentary
1854060,History
1854065,Documentary
1854066,Documentary
1854068,Music
1854069,Animation
1854070,History
1854070,Action
1854073,Documentary
1854075,Crime
1854076,Drama
1854110,Music
1854110,Documentary
1854116,Animation
1854121,Music
1854129,Documentary
1854142,Documentary
1854160,Documentary
1854172,Documentary
1854174,Music
1854183,Drama
1854189,Family
1854189,Music
1854195,Documentary
1854199,Drama
1854217,Documentary
1854219,Drama
1854225,Comedy
1854225,Drama
1854225,Romance
1854227,Music
1854229,Comedy
1854231,Documentary
1854233,Animation
1854234,Music
1854235,Music
1854236,Documentary
1854237,Comedy
1854238,Music
1854240,Music
1854241,Documentary
1854242,Documentary
1854243,Music
1854245,Crime
1854247,Documentary
1854248,Comedy
1854252,Music
1854253,Music
1854254,Documentary
1854255,Documentary
1854256,Music
1854258,Music
1854259,Romance
1854261,Documentary
1854263,Documentary
1854264,Documentary
1854265,Music
1854269,Music
1854272,Comedy
1854273,Crime
1854275,TV Movie
1854275,Drama
1854277,Drama
1854278,Comedy
1854278,TV Movie
1854279,Comedy
1854281,Crime
1854282,Documentary
1854284,Comedy
1854284,Music
1854285,Family
1854285,Comedy
1854287,Family
1854289,Documentary
1854290,Animation
1854290,Science Fiction
1854291,Comedy
1854292,Family
1854292,Animation
1854293,Music
1854297,Drama
1854297,Romance
1854299,Comedy
1854300,History
1854301,Documentary
1854302,Comedy
1854303,Music
1854307,Documentary
1854308,Documentary
1854310,Documentary
1854312,Documentary
1854313,Documentary
1854314,Documentary
1854316,History
1854321,Romance
1854321,Comedy
1854323,Thriller
1854327,Documentary
1854329,Documentary
1854331,Mystery
1854332,Documentary
1854333,Documentary
1854333,Music
1854336,Documentary
1854337,Comedy
1854339,Documentary
1854340,Drama
1854342,Documentary
1854344,Documentary
1854345,Comedy
1854347,Music
1854349,Crime
1854350,Mystery
1854353,Music
1854354,Crime
1854355,Documentary
1854357,Crime
1854357,Drama
1854357,Thriller
1854358,Documentary
1854359,Documentary
1854361,Documentary
1854362,Comedy
1854364,Comedy
1854365,Drama
1854371,Documentary
1854374,Documentary
1854378,Documentary
1854379,Documentary
1854380,Documentary
1854381,Documentary
1854382,Science Fiction
1854382,Animation
1854385,Thriller
1854386,Drama
1854388,Drama
1854389,Documentary
1854390,Music
1854391,Romance
1854391,Drama
1854393,Comedy
1854395,Music
1854400,Drama
1854401,Documentary
1854401,Music
1854402,Documentary
1854404,Music
1854406,Music
1854408,Documentary
1854409,Documentary
1854411,Documentary
1854412,Family
1854412,Comedy
1854412,TV Movie
1854413,Documentary
1854419,History
1854420,Crime
1854420,Horror
1854421,Documentary
1854422,Documentary
1854426,Music
1854427,Documentary
1854428,Documentary
1854430,Music
1854431,Music
1854432,Music
1854433,Music
1854436,Drama
1854437,Drama
1854440,Documentary
1854442,Music
1854442,Drama
1854444,Thriller
1854445,TV Movie
1854445,Music
1854445,Documentary
1854448,Documentary
1854449,Documentary
1854450,Drama
1854453,Documentary
1854455,Action
1854455,TV Movie
1854458,Drama
1854458,TV Movie
1854459,Documentary
1854460,Comedy
1854460,Family
1854461,Music
1854462,Animation
1854463,Documentary
1854467,Documentary
1854469,Comedy
1854469,Horror
1854470,Romance
1854470,Drama
1854471,Documentary
1854472,Documentary
1854476,Documentary
1854477,Documentary
1854479,Documentary
1854480,Documentary
1854481,Comedy
1854483,Documentary
1854484,Documentary
1854485,Documentary
1854486,Music
1854486,Documentary
1854489,Music
1854490,Music
1854492,Music
1854495,Comedy
1854496,Science Fiction
1854496,Animation
1854500,Documentary
1854502,Documentary
1854502,TV Movie
1854503,Documentary
1854504,Romance
1854507,Family
1854508,Documentary
1854511,Drama
1854512,Documentary
1854512,TV Movie
1854514,Documentary
1854515,Documentary
1854516,Music
1854517,Documentary
1854518,Comedy
1854518,Thriller
1854526,Documentary
1854527,Documentary
1854531,Documentary
1854532,Documentary
1854535,Documentary
1854541,Documentary
1854547,Drama
1854550,Documentary
1854552,Documentary
1854553,Documentary
1854554,Drama
1854559,Drama
1854559,Comedy
1854560,Documentary
1854562,Documentary
1854563,Drama
1854564,Documentary
1854567,Comedy
1854568,Documentary
1854569,Documentary
1854570,Thriller
1854571,Animation
1854571,Comedy
1854573,Documentary
1854575,Documentary
1854577,Romance
1854577,Drama
1854578,Documentary
1854579,Documentary
1854580,Documentary
1854582,Documentary
1854583,Documentary
1854584,Documentary
1854586,Comedy
1854588,Documentary
1854589,Music
1854590,Documentary
1854590,TV Movie
1854591,Documentary
1854592,Documentary
1854593,Music
1854594,Documentary
1854595,Documentary
1854596,Documentary
1854597,Documentary
1854601,Documentary
1854603,Documentary
1854604,Documentary
1854607,Drama
1854609,Documentary
1854610,Documentary
1854613,Documentary
1854614,Documentary
1854616,Documentary
1854618,TV Movie
1854618,Documentary
1854621,Romance
1854622,Drama
1854622,Romance
1854624,Drama
1854626,Animation
1854626,Science Fiction
1854632,TV Movie
1854632,Drama
1854633,Drama
1854635,Documentary
1854636,Crime
1854636,TV Movie
1854640,Comedy
1854641,Documentary
1854644,Animation
1854647,Thriller
1854652,Music
1854652,Science Fiction
1854653,Music
1854654,Documentary
1854659,Drama
1854662,Romance
