id,name,role
1279764,Zak Santiago,Matt
1279764,Ted Whittall,Richard
1279764,Emily Bett Rickards,Young Wife
1279764,Morgan Brayton,Gwen
1279765,Kelsey Tanaka,Delilah
1279765,Ryan N. Taylor,Luke
1279765,Eryn Moore,Leah
1279765,Brandon Vielkind,David
1279766,Nadia Kounda,
1279766,Fehd Benchemsi,
1279766,Ouidad Elma,
1279766,Nadia Niazi,
1279768,Philip Glenister,Himself
1279768,Andi Peters,
1279768,Maggie Philbin,
1279768,Janet Fielding,
1279768,Jools Holland,
1279768,Sarah Greene,
1279768,Nerys Hughes,
1279768,Peter Davison,
1279768,David Attenborough,
1279768,Harold Snoad,
1279768,Esther Rantzen,
1279768,Roger Bunce,
1279768,Matt Baker,
1279768,Griff Rhys Jones,
1279768,Jeremy Paxman,Himself
1279768,Waris Hussein,
1279768,Nigel Havers,
1279768,Louise Jameson,
1279768,Katy Manning,
1279768,Ingrid Oliver,
1279768,Brian Blessed,
1279768,Robert Powell,
1279768,John Craven,Self - Presenter
1279768,Terry Wogan,
1279768,Greg Dyke,
1279768,Angela Rippon,
1279768,Clive Doig,
1279768,Tony Blackburn,
1279768,Susan Hampshire,
1279768,Lorna Watson,
1279768,Barry Norman,
1279768,Zoë Ball,
1279768,James Moir,
1279769,Rina Akiyama,Yui
1279769,Kirara Asuka,Jun Onoda
1279769,Bengal,Mamoru Onoda
1279769,Hikaru Okada,Makoto Onoda
1279769,Yuri Morishita,Yura Onoda
1279769,Aya Kiguchi,Shiori Terawaki
1279769,Rika Kawamura,Sanae Onoda
1279769,Rei Toda,Rachel
1279769,Akihiro Kawai,Takeshi
1279770,Juliano Prado,
1279770,Marcos Patrizzi Luporini,
1279772,Norm Lewis,Reggie
1279772,Marie Zamora,Gilda
1279773,Carlo Ljubek,Anton
1279773,Inez Bjørg David,Prinzessin Amanda
1279773,Dieter Hallervorden,König Karl
1279773,Andreas Schmidt,Hofmeister
1279773,Ruth Glöss,Alte Frau
1279773,Janina Flieger,Prinzessin Friederike
1279773,Luise von Finckh,Prinzessin Luise
1279773,Karina Fallenstein,
1279773,Frank Jacobsen,
1279774,Ramiro 'Ramir' Delgado Ruiz,
1279774,Christie Miró,
1279774,Aris Mejias,
1279774,Leonardo Castro Sitiriche,Russian roulette zombie
1279774,Yazmín Rivera Irizarry,
1279774,"Yamil ""Milo"" Adorno",
1279774,Alfred D. Herger Jr.,César
1279774,José O. Marrero,Zombie
1279775,Chad Collard,Reese Nicols
1279775,Amanda Collins,Michelle
1279775,Kelci C. Magel,Liz Landon
1279775,Lisa Davis-Freeders,Tina Cross
1279775,Garrett Freeders,Gavin Cross
1279776,Erni Mangold,Old Woman
1279776,Erwin Steinhauer,Wolfgang
1279776,Klaus Ofczarek,Otto
